"Locus Tag","Gene Name","Product Description","Strain Name","Accession","GO Term","Namespace","GO Evidence Code","Evidence Ontology ECO Code","Evidence Ontology Term","Similar To \ Binds To","PMID"
"CLM75_RS01895","CLM75_RS01895","methyl-accepting chemotaxis protein","Pseudomonas lurida MYb11","GO:0006935","chemotaxis","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00260","PMID:24451626"
"CLM75_RS01900","CLM75_RS01900","16S rRNA (uracil(1498)-N(3))-methyltransferase","Pseudomonas lurida MYb11","GO:0006364","rRNA processing","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR30027","PMID:24451626"
"CLM75_RS01900","CLM75_RS01900","16S rRNA (uracil(1498)-N(3))-methyltransferase","Pseudomonas lurida MYb11","GO:0008168","methyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR30027","PMID:24451626"
"CLM75_RS01905","tatC","twin-arginine translocase subunit TatC","Pseudomonas lurida MYb11","GO:0016021","integral component of membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00902","PMID:24451626"
"CLM75_RS01910","tatB","twin-arginine translocase subunit TatB","Pseudomonas lurida MYb11","GO:0008320","protein transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_00237","PMID:24451626"
"CLM75_RS01910","tatB","twin-arginine translocase subunit TatB","Pseudomonas lurida MYb11","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_00237","PMID:24451626"
"CLM75_RS01910","tatB","twin-arginine translocase subunit TatB","Pseudomonas lurida MYb11","GO:0043953","protein transport by the Tat complex","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_00237","PMID:24451626"
"CLM75_RS01910","tatB","twin-arginine translocase subunit TatB","Pseudomonas lurida MYb11","GO:0015031","protein transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02416","PMID:24451626"
"CLM75_RS01915","tatA","twin-arginine translocase TatA/TatE family subunit","Pseudomonas lurida MYb11","GO:0015031","protein transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02416","PMID:24451626"
"CLM75_RS01915","tatA","twin-arginine translocase TatA/TatE family subunit","Pseudomonas lurida MYb11","GO:0016021","integral component of membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_00236","PMID:24451626"
"CLM75_RS01915","tatA","twin-arginine translocase TatA/TatE family subunit","Pseudomonas lurida MYb11","GO:0043953","protein transport by the Tat complex","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_00236","PMID:24451626"
"CLM75_RS01920","CLM75_RS01920","phosphoribosyl-ATP pyrophosphatase","Pseudomonas lurida MYb11","GO:0000105","histidine biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR03188","PMID:24451626"
"CLM75_RS01920","CLM75_RS01920","phosphoribosyl-ATP pyrophosphatase","Pseudomonas lurida MYb11","GO:0004636","phosphoribosyl-ATP diphosphatase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR03188","PMID:24451626"
"CLM75_RS01925","CLM75_RS01925","phosphoribosyl-AMP cyclohydrolase","Pseudomonas lurida MYb11","GO:0000105","histidine biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01021","PMID:24451626"
"CLM75_RS01925","CLM75_RS01925","phosphoribosyl-AMP cyclohydrolase","Pseudomonas lurida MYb11","GO:0004635","phosphoribosyl-AMP cyclohydrolase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01021","PMID:24451626"
"CLM75_RS01930","CLM75_RS01930","ubiquinone biosynthesis regulatory protein kinase UbiB","Pseudomonas lurida MYb11","GO:0006744","ubiquinone biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_00414","PMID:24451626"
"CLM75_RS01935","CLM75_RS01935","sterol-binding protein","Pseudomonas lurida MYb11","GO:0032150","ubiquinone biosynthetic process from chorismate","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR38693","PMID:24451626"
"CLM75_RS01940","CLM75_RS01940","ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE","Pseudomonas lurida MYb11","GO:0008168","methyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01209","PMID:24451626"
"CLM75_RS01960","CLM75_RS01960","type 1 fimbrial protein","Pseudomonas lurida MYb11","GO:0007155","cell adhesion","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:2.60.40.1090","PMID:24451626"
"CLM75_RS01960","CLM75_RS01960","type 1 fimbrial protein","Pseudomonas lurida MYb11","GO:0009289","pilus","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:2.60.40.1090","PMID:24451626"
"CLM75_RS01965","CLM75_RS01965","fimbrial protein","Pseudomonas lurida MYb11","GO:0007155","cell adhesion","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:2.60.40.1090","PMID:24451626"
"CLM75_RS01965","CLM75_RS01965","fimbrial protein","Pseudomonas lurida MYb11","GO:0009289","pilus","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:2.60.40.1090","PMID:24451626"
"CLM75_RS01970","CLM75_RS01970","fimbrial biogenesis outer membrane usher protein","Pseudomonas lurida MYb11","GO:0005515","protein binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF13954","PMID:24451626"
"CLM75_RS01970","CLM75_RS01970","fimbrial biogenesis outer membrane usher protein","Pseudomonas lurida MYb11","GO:0009297","pilus assembly","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00577","PMID:24451626"
"CLM75_RS01970","CLM75_RS01970","fimbrial biogenesis outer membrane usher protein","Pseudomonas lurida MYb11","GO:0015473","fimbrial usher porin activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00577","PMID:24451626"
"CLM75_RS01970","CLM75_RS01970","fimbrial biogenesis outer membrane usher protein","Pseudomonas lurida MYb11","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00577","PMID:24451626"
"CLM75_RS01975","CLM75_RS01975","pilus assembly protein","Pseudomonas lurida MYb11","GO:0030288","outer membrane-bounded periplasmic space","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00345","PMID:24451626"
"CLM75_RS01975","CLM75_RS01975","pilus assembly protein","Pseudomonas lurida MYb11","GO:0071555","cell wall organization","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00345","PMID:24451626"
"CLM75_RS01975","CLM75_RS01975","pilus assembly protein","Pseudomonas lurida MYb11","GO:0043711","pilus organization","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00969","PMID:24451626"
"CLM75_RS01975","CLM75_RS01975","pilus assembly protein","Pseudomonas lurida MYb11","GO:0061077","chaperone-mediated protein folding","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00969","PMID:24451626"
"CLM75_RS01980","CLM75_RS01980","pilus assembly protein","Pseudomonas lurida MYb11","GO:0030288","outer membrane-bounded periplasmic space","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00969","PMID:24451626"
"CLM75_RS01980","CLM75_RS01980","pilus assembly protein","Pseudomonas lurida MYb11","GO:0043711","pilus organization","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00969","PMID:24451626"
"CLM75_RS01980","CLM75_RS01980","pilus assembly protein","Pseudomonas lurida MYb11","GO:0061077","chaperone-mediated protein folding","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00969","PMID:24451626"
"CLM75_RS01980","CLM75_RS01980","pilus assembly protein","Pseudomonas lurida MYb11","GO:0071555","cell wall organization","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00345","PMID:24451626"
"CLM75_RS01985","CLM75_RS01985","type 1 fimbrial protein","Pseudomonas lurida MYb11","GO:0007155","cell adhesion","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:2.60.40.1090","PMID:24451626"
"CLM75_RS01985","CLM75_RS01985","type 1 fimbrial protein","Pseudomonas lurida MYb11","GO:0009289","pilus","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:2.60.40.1090","PMID:24451626"
"CLM75_RS01990","CLM75_RS01990","DNA-binding response regulator","Pseudomonas lurida MYb11","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd06170","PMID:24451626"
"CLM75_RS01990","CLM75_RS01990","DNA-binding response regulator","Pseudomonas lurida MYb11","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd06170","PMID:24451626"
"CLM75_RS01990","CLM75_RS01990","DNA-binding response regulator","Pseudomonas lurida MYb11","GO:0000160","phosphorelay signal transduction system","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00448","PMID:24451626"
"CLM75_RS01990","CLM75_RS01990","DNA-binding response regulator","Pseudomonas lurida MYb11","GO:0003677","DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF46894","PMID:24451626"
"CLM75_RS01995","CLM75_RS01995","TetR family transcriptional regulator","Pseudomonas lurida MYb11","GO:0003677","DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00440","PMID:24451626"
"CLM75_RS02000","CLM75_RS02000","class II poly(R)-hydroxyalkanoic acid synthase","Pseudomonas lurida MYb11","GO:0042619","poly-hydroxybutyrate biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07167","PMID:24451626"
"CLM75_RS02000","CLM75_RS02000","class II poly(R)-hydroxyalkanoic acid synthase","Pseudomonas lurida MYb11","GO:0016746","transferase activity, transferring acyl groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01839","PMID:24451626"
"CLM75_RS02000","CLM75_RS02000","class II poly(R)-hydroxyalkanoic acid synthase","Pseudomonas lurida MYb11","GO:0016746","acyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01839","PMID:24451626"
"CLM75_RS02010","CLM75_RS02010","class II poly(R)-hydroxyalkanoic acid synthase","Pseudomonas lurida MYb11","GO:0042619","poly-hydroxybutyrate biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07167","PMID:24451626"
"CLM75_RS02010","CLM75_RS02010","class II poly(R)-hydroxyalkanoic acid synthase","Pseudomonas lurida MYb11","GO:0016746","transferase activity, transferring acyl groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01839","PMID:24451626"
"CLM75_RS02010","CLM75_RS02010","class II poly(R)-hydroxyalkanoic acid synthase","Pseudomonas lurida MYb11","GO:0016746","acyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01839","PMID:24451626"
"CLM75_RS02020","hslU","HslU--HslV peptidase ATPase subunit","Pseudomonas lurida MYb11","GO:0005524","ATP binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00004","PMID:24451626"
"CLM75_RS02020","hslU","HslU--HslV peptidase ATPase subunit","Pseudomonas lurida MYb11","GO:0016887","ATPase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00004","PMID:24451626"
"CLM75_RS02020","hslU","HslU--HslV peptidase ATPase subunit","Pseudomonas lurida MYb11","GO:0016887","ATP hydrolysis activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00004","PMID:24451626"
